algorithm,environment,run_id,run_seed,approach_seed,runtime
DQN,MountainCar-v0,34,1,43,21.56
DQN,MountainCar-v0,31,1,43,13.549
DQN,MountainCar-v0,76,1,43,13.133
DQN,MountainCar-v0,7,1,43,12.85
DQN,MountainCar-v0,19,1,43,20.941
DQN,MountainCar-v0,40,1,43,21.682
DQN,MountainCar-v0,88,1,43,21.469
DQN,MountainCar-v0,13,1,43,13.002
DQN,MountainCar-v0,73,1,43,13.096
DQN,MountainCar-v0,4,1,43,9.493
DQN,MountainCar-v0,43,1,43,20.894
DQN,MountainCar-v0,61,1,43,9.372
DQN,MountainCar-v0,91,1,43,21.478
DQN,MountainCar-v0,67,1,43,9.164
DQN,MountainCar-v0,55,1,43,12.808
DQN,MountainCar-v0,46,1,43,20.89
DQN,MountainCar-v0,52,1,43,13.497
DQN,MountainCar-v0,79,1,43,10.224
DQN,MountainCar-v0,82,1,43,9.21
DQN,MountainCar-v0,28,1,43,9.265
DQN,MountainCar-v0,1,1,43,9.334
DQN,MountainCar-v0,39,0,42,35.316
DQN,MountainCar-v0,69,0,42,35.399
DQN,MountainCar-v0,66,0,42,36.806
DQN,MountainCar-v0,93,0,42,19.853
DQN,MountainCar-v0,9,0,42,16.842
DQN,MountainCar-v0,81,0,42,35.563
DQN,MountainCar-v0,60,0,42,35.031
DQN,MountainCar-v0,6,0,42,19.317
DQN,MountainCar-v0,45,0,42,26.325
DQN,MountainCar-v0,3,0,42,31.796
DQN,MountainCar-v0,90,0,42,27.578
DQN,MountainCar-v0,36,0,42,17.436
DQN,MountainCar-v0,72,0,42,20.267
DQN,MountainCar-v0,0,0,42,19.008
DQN,MountainCar-v0,78,0,42,20.897
DQN,MountainCar-v0,63,0,42,35.097
DQN,MountainCar-v0,33,0,42,18.73
DQN,MountainCar-v0,30,0,42,34.494
DQN,MountainCar-v0,75,0,42,20.959
DQN,MountainCar-v0,15,0,42,23.78
DQN,MountainCar-v0,27,0,42,17.173
DQN,MountainCar-v0,84,0,42,35.519
DQN,MountainCar-v0,12,0,42,23.385
DQN,MountainCar-v0,42,0,42,20.997
DQN,MountainCar-v0,87,0,42,25.885
DQN,MountainCar-v0,24,0,42,22.991
DQN,MountainCar-v0,54,0,42,23.591
DQN,MountainCar-v0,48,0,42,34.605
DQN,MountainCar-v0,57,0,42,36.079
DQN,MountainCar-v0,18,0,42,16.384
DQN,MountainCar-v0,51,0,42,27.576
DQN,MountainCar-v0,21,0,42,16.597
DQN,MountainCar-v0,74,2,42,21.058
DQN,MountainCar-v0,62,2,42,35.657
DQN,MountainCar-v0,86,2,42,35.974
DQN,MountainCar-v0,71,2,42,34.94
DQN,MountainCar-v0,68,2,42,36.409
DQN,MountainCar-v0,8,2,42,22.684
DQN,MountainCar-v0,80,2,42,20.621
DQN,MountainCar-v0,38,2,42,21.527
DQN,MountainCar-v0,77,2,42,22.085
DQN,MountainCar-v0,20,2,42,17.356
DQN,MountainCar-v0,5,2,42,33.32
DQN,MountainCar-v0,23,2,42,16.666
DQN,MountainCar-v0,56,2,42,21.179
DQN,MountainCar-v0,50,2,42,33.41
DQN,MountainCar-v0,2,2,42,18.887
DQN,MountainCar-v0,89,2,42,24.248
DQN,MountainCar-v0,53,2,42,28.96
DQN,MountainCar-v0,11,2,42,16.728
DQN,MountainCar-v0,65,2,42,34.979
DQN,MountainCar-v0,17,2,42,23.591
DQN,MountainCar-v0,35,2,42,17.254
DQN,MountainCar-v0,32,2,42,33.67
DQN,MountainCar-v0,59,2,42,34.433
DQN,MountainCar-v0,26,2,42,24.277
DQN,MountainCar-v0,92,2,42,24.854
DQN,MountainCar-v0,41,2,42,34.552
DQN,MountainCar-v0,95,2,42,20.482
DQN,MountainCar-v0,14,2,42,22.343
DQN,MountainCar-v0,44,2,42,22.093
DQN,MountainCar-v0,83,2,42,34.541
DQN,MountainCar-v0,47,2,42,26.895
DQN,MountainCar-v0,29,2,42,18.388
DQN,MountainCar-v0,22,1,42,18.014
DQN,MountainCar-v0,37,1,42,23.026
DQN,MountainCar-v0,94,1,42,19.634
DQN,MountainCar-v0,64,1,42,34.646
DQN,MountainCar-v0,16,1,42,23.795
DQN,MountainCar-v0,70,1,42,36.897
DQN,MountainCar-v0,10,1,42,17.445
DQN,MountainCar-v0,25,1,42,22.688
DQN,MountainCar-v0,49,1,42,35.668
DQN,MountainCar-v0,85,1,42,36.45
DQN,MountainCar-v0,58,1,42,36.151
DQN,MountainCar-v0,34,1,42,18.546
DQN,MountainCar-v0,31,1,42,34.506
DQN,MountainCar-v0,76,1,42,21.516
DQN,MountainCar-v0,7,1,42,18.623
DQN,MountainCar-v0,19,1,42,16.4
DQN,MountainCar-v0,40,1,42,34.201
DQN,MountainCar-v0,88,1,42,25.864
DQN,MountainCar-v0,13,1,42,23.073
DQN,MountainCar-v0,73,1,42,20.589
DQN,MountainCar-v0,4,1,42,33.484
DQN,MountainCar-v0,43,1,42,24.434
DQN,MountainCar-v0,61,1,42,36.153
DQN,MountainCar-v0,91,1,42,26.342
DQN,MountainCar-v0,67,1,42,34.57
DQN,MountainCar-v0,55,1,42,21.368
DQN,MountainCar-v0,46,1,42,26.023
DQN,MountainCar-v0,52,1,42,26.413
DQN,MountainCar-v0,79,1,42,23.411
DQN,MountainCar-v0,82,1,42,33.783
DQN,MountainCar-v0,28,1,42,15.557
DQN,MountainCar-v0,1,1,42,19.05
DQN,MountainCar-v0,39,0,44,10.097
DQN,MountainCar-v0,69,0,44,55.692
DQN,MountainCar-v0,66,0,44,22.644
DQN,MountainCar-v0,93,0,44,14.036
DQN,MountainCar-v0,9,0,44,23.488
DQN,MountainCar-v0,81,0,44,10.053
DQN,MountainCar-v0,60,0,44,14.04
DQN,MountainCar-v0,6,0,44,10.02
DQN,MountainCar-v0,45,0,44,23.439
DQN,MountainCar-v0,3,0,44,14.158
DQN,MountainCar-v0,90,0,44,20.576
DQN,MountainCar-v0,36,0,44,15.312
DQN,MountainCar-v0,72,0,44,24.085
DQN,MountainCar-v0,0,0,44,25.233
DQN,MountainCar-v0,78,0,44,14.104
DQN,MountainCar-v0,63,0,44,14.02
DQN,MountainCar-v0,33,0,44,22.827
DQN,MountainCar-v0,30,0,44,14.344
DQN,MountainCar-v0,75,0,44,15.755
DQN,MountainCar-v0,15,0,44,10.987
DQN,MountainCar-v0,27,0,44,10.055
DQN,MountainCar-v0,84,0,44,14.531
DQN,MountainCar-v0,12,0,44,23.855
DQN,MountainCar-v0,42,0,44,9.884
DQN,MountainCar-v0,87,0,44,14.166
DQN,MountainCar-v0,24,0,44,9.905
DQN,MountainCar-v0,54,0,44,23.26
DQN,MountainCar-v0,48,0,44,23.255
DQN,MountainCar-v0,57,0,44,14.024
DQN,MountainCar-v0,18,0,44,10.086
DQN,MountainCar-v0,51,0,44,9.997
DQN,MountainCar-v0,21,0,44,10.09
DQN,MountainCar-v0,74,2,44,23.619
DQN,MountainCar-v0,62,2,44,14.084
DQN,MountainCar-v0,86,2,44,9.976
DQN,MountainCar-v0,71,2,44,10.169
DQN,MountainCar-v0,68,2,44,23.727
DQN,MountainCar-v0,8,2,44,10.192
DQN,MountainCar-v0,80,2,44,15.726
DQN,MountainCar-v0,38,2,44,14.701
DQN,MountainCar-v0,77,2,44,14.108
DQN,MountainCar-v0,20,2,44,10.085
DQN,MountainCar-v0,5,2,44,13.973
DQN,MountainCar-v0,23,2,44,10.438
DQN,MountainCar-v0,56,2,44,45.087
DQN,MountainCar-v0,50,2,44,23.18
DQN,MountainCar-v0,2,2,44,23.946
DQN,MountainCar-v0,89,2,44,15.841
DQN,MountainCar-v0,53,2,44,10.008
DQN,MountainCar-v0,11,2,44,23.54
DQN,MountainCar-v0,65,2,44,13.965
DQN,MountainCar-v0,17,2,44,10.454
DQN,MountainCar-v0,35,2,44,22.747
DQN,MountainCar-v0,32,2,44,14.241
DQN,MountainCar-v0,59,2,44,13.963
DQN,MountainCar-v0,26,2,44,9.919
DQN,MountainCar-v0,92,2,44,9.885
DQN,MountainCar-v0,41,2,44,10.135
DQN,MountainCar-v0,95,2,44,33.306
DQN,MountainCar-v0,14,2,44,23.786
DQN,MountainCar-v0,44,2,44,10.417
DQN,MountainCar-v0,83,2,44,10.045
DQN,MountainCar-v0,47,2,44,23.033
DQN,MountainCar-v0,29,2,44,10.602
DQN,MountainCar-v0,22,1,44,9.965
DQN,MountainCar-v0,37,1,44,14.566
DQN,MountainCar-v0,94,1,44,14.589
DQN,MountainCar-v0,64,1,44,13.963
DQN,MountainCar-v0,16,1,44,9.958
DQN,MountainCar-v0,70,1,44,11.384
DQN,MountainCar-v0,10,1,44,23.384
DQN,MountainCar-v0,25,1,44,9.957
DQN,MountainCar-v0,49,1,44,23.137
DQN,MountainCar-v0,85,1,44,10.691
DQN,MountainCar-v0,58,1,44,13.988
DQN,MountainCar-v0,34,1,44,22.66
DQN,MountainCar-v0,31,1,44,14.294
DQN,MountainCar-v0,76,1,44,14.676
DQN,MountainCar-v0,7,1,44,9.975
DQN,MountainCar-v0,19,1,44,10.079
DQN,MountainCar-v0,40,1,44,10.098
DQN,MountainCar-v0,88,1,44,14.214
DQN,MountainCar-v0,13,1,44,23.466
DQN,MountainCar-v0,73,1,44,23.855
DQN,MountainCar-v0,4,1,44,14.311
DQN,MountainCar-v0,43,1,44,9.886
DQN,MountainCar-v0,61,1,44,15.11
DQN,MountainCar-v0,91,1,44,10.368
DQN,MountainCar-v0,67,1,44,22.592
DQN,MountainCar-v0,55,1,44,22.998
DQN,MountainCar-v0,46,1,44,23.388
DQN,MountainCar-v0,52,1,44,10.625
DQN,MountainCar-v0,79,1,44,21.393
DQN,MountainCar-v0,82,1,44,10.105
DQN,MountainCar-v0,28,1,44,10.047
DQN,MountainCar-v0,1,1,44,23.811
PPO,MiniGrid-FourRooms,39,0,43,116.564
PPO,MiniGrid-FourRooms,69,0,43,146.772
PPO,MiniGrid-FourRooms,66,0,43,127.851
PPO,MiniGrid-FourRooms,93,0,43,116.841
PPO,MiniGrid-FourRooms,9,0,43,126.374
PPO,MiniGrid-FourRooms,81,0,43,146.285
PPO,MiniGrid-FourRooms,60,0,43,118.215
PPO,MiniGrid-FourRooms,6,0,43,118.415
PPO,MiniGrid-FourRooms,45,0,43,127.891
PPO,MiniGrid-FourRooms,3,0,43,118.998
PPO,MiniGrid-FourRooms,90,0,43,147.499
PPO,MiniGrid-FourRooms,36,0,43,117.61
PPO,MiniGrid-FourRooms,72,0,43,126.757
PPO,MiniGrid-FourRooms,0,0,43,120.178
PPO,MiniGrid-FourRooms,78,0,43,116.643
PPO,MiniGrid-FourRooms,63,0,43,128.756
PPO,MiniGrid-FourRooms,33,0,43,120.131
PPO,MiniGrid-FourRooms,30,0,43,129.689
PPO,MiniGrid-FourRooms,75,0,43,127.78
PPO,MiniGrid-FourRooms,15,0,43,118.541
PPO,MiniGrid-FourRooms,27,0,43,148.77
PPO,MiniGrid-FourRooms,84,0,43,116.301
PPO,MiniGrid-FourRooms,12,0,43,126.933
PPO,MiniGrid-FourRooms,42,0,43,116.63
PPO,MiniGrid-FourRooms,87,0,43,132.766
PPO,MiniGrid-FourRooms,24,0,43,127.677
PPO,MiniGrid-FourRooms,54,0,43,148.026
PPO,MiniGrid-FourRooms,48,0,43,147.346
PPO,MiniGrid-FourRooms,57,0,43,126.541
PPO,MiniGrid-FourRooms,18,0,43,128.518
PPO,MiniGrid-FourRooms,51,0,43,127.423
PPO,MiniGrid-FourRooms,21,0,43,149.669
PPO,MiniGrid-FourRooms,74,2,43,127.665
PPO,MiniGrid-FourRooms,62,2,43,118.01
PPO,MiniGrid-FourRooms,86,2,43,116.907
PPO,MiniGrid-FourRooms,71,2,43,146.84
PPO,MiniGrid-FourRooms,68,2,43,125.883
PPO,MiniGrid-FourRooms,8,2,43,117.532
PPO,MiniGrid-FourRooms,80,2,43,121.491
PPO,MiniGrid-FourRooms,38,2,43,117.123
PPO,MiniGrid-FourRooms,77,2,43,128.036
PPO,MiniGrid-FourRooms,20,2,43,132.093
PPO,MiniGrid-FourRooms,5,2,43,117.261
PPO,MiniGrid-FourRooms,23,2,43,152.133
PPO,MiniGrid-FourRooms,56,2,43,147.628
PPO,MiniGrid-FourRooms,50,2,43,150.345
PPO,MiniGrid-FourRooms,2,2,43,118.296
PPO,MiniGrid-FourRooms,89,2,43,127.229
PPO,MiniGrid-FourRooms,53,2,43,126.081
PPO,MiniGrid-FourRooms,11,2,43,127.813
PPO,MiniGrid-FourRooms,65,2,43,131.158
PPO,MiniGrid-FourRooms,17,2,43,116.062
PPO,MiniGrid-FourRooms,35,2,43,117.032
PPO,MiniGrid-FourRooms,32,2,43,128.874
PPO,MiniGrid-FourRooms,59,2,43,128.034
PPO,MiniGrid-FourRooms,26,2,43,132.781
PPO,MiniGrid-FourRooms,92,2,43,146.828
PPO,MiniGrid-FourRooms,41,2,43,119.195
PPO,MiniGrid-FourRooms,95,2,43,122.785
PPO,MiniGrid-FourRooms,14,2,43,128.202
PPO,MiniGrid-FourRooms,44,2,43,118.101
PPO,MiniGrid-FourRooms,83,2,43,145.566
PPO,MiniGrid-FourRooms,47,2,43,127.864
PPO,MiniGrid-FourRooms,29,2,43,148.815
PPO,MiniGrid-FourRooms,22,1,43,150.023
PPO,MiniGrid-FourRooms,37,1,43,118.517
PPO,MiniGrid-FourRooms,94,1,43,116.97
PPO,MiniGrid-FourRooms,64,1,43,128.309
PPO,MiniGrid-FourRooms,16,1,43,117.431
PPO,MiniGrid-FourRooms,70,1,43,146.222
PPO,MiniGrid-FourRooms,10,1,43,129.306
PPO,MiniGrid-FourRooms,25,1,43,130.819
PPO,MiniGrid-FourRooms,49,1,43,147.832
PPO,MiniGrid-FourRooms,85,1,43,116.543
PPO,MiniGrid-FourRooms,58,1,43,128.164
PPO,MiniGrid-FourRooms,34,1,43,116.775
PPO,MiniGrid-FourRooms,31,1,43,127.976
PPO,MiniGrid-FourRooms,76,1,43,126.893
PPO,MiniGrid-FourRooms,7,1,43,116.003
PPO,MiniGrid-FourRooms,19,1,43,130.861
PPO,MiniGrid-FourRooms,40,1,43,116.504
PPO,MiniGrid-FourRooms,88,1,43,127.494
PPO,MiniGrid-FourRooms,13,1,43,130.093
PPO,MiniGrid-FourRooms,73,1,43,132.704
PPO,MiniGrid-FourRooms,4,1,43,119.28
PPO,MiniGrid-FourRooms,43,1,43,116.638
PPO,MiniGrid-FourRooms,61,1,43,120.908
PPO,MiniGrid-FourRooms,91,1,43,146.905
PPO,MiniGrid-FourRooms,67,1,43,132.51
PPO,MiniGrid-FourRooms,55,1,43,151.313
PPO,MiniGrid-FourRooms,46,1,43,131.297
PPO,MiniGrid-FourRooms,52,1,43,128.193
PPO,MiniGrid-FourRooms,79,1,43,117.013
PPO,MiniGrid-FourRooms,82,1,43,146.655
PPO,MiniGrid-FourRooms,28,1,43,150.567
PPO,MiniGrid-FourRooms,1,1,43,118.936
PPO,MiniGrid-FourRooms,39,0,42,323.874
PPO,MiniGrid-FourRooms,69,0,42,258.821
PPO,MiniGrid-FourRooms,66,0,42,231.524
PPO,MiniGrid-FourRooms,93,0,42,261.062
PPO,MiniGrid-FourRooms,9,0,42,311.106
PPO,MiniGrid-FourRooms,81,0,42,258.112
PPO,MiniGrid-FourRooms,60,0,42,295.02
PPO,MiniGrid-FourRooms,6,0,42,274.999
PPO,MiniGrid-FourRooms,45,0,42,244.795
PPO,MiniGrid-FourRooms,3,0,42,311.099
PPO,MiniGrid-FourRooms,90,0,42,267.757
PPO,MiniGrid-FourRooms,36,0,42,263.532
PPO,MiniGrid-FourRooms,72,0,42,262.924
PPO,MiniGrid-FourRooms,0,0,42,287.829
PPO,MiniGrid-FourRooms,78,0,42,315.503
PPO,MiniGrid-FourRooms,63,0,42,256.414
PPO,MiniGrid-FourRooms,33,0,42,271.271
PPO,MiniGrid-FourRooms,30,0,42,236.417
PPO,MiniGrid-FourRooms,75,0,42,282.302
PPO,MiniGrid-FourRooms,15,0,42,228.021
PPO,MiniGrid-FourRooms,27,0,42,255.974
PPO,MiniGrid-FourRooms,84,0,42,256.637
PPO,MiniGrid-FourRooms,12,0,42,295.658
PPO,MiniGrid-FourRooms,42,0,42,304.791
PPO,MiniGrid-FourRooms,87,0,42,248.515
PPO,MiniGrid-FourRooms,24,0,42,286.978
PPO,MiniGrid-FourRooms,54,0,42,299.675
PPO,MiniGrid-FourRooms,48,0,42,255.685
PPO,MiniGrid-FourRooms,57,0,42,284.806
PPO,MiniGrid-FourRooms,18,0,42,299.426
PPO,MiniGrid-FourRooms,51,0,42,294.797
PPO,MiniGrid-FourRooms,21,0,42,264.784
PPO,MiniGrid-FourRooms,74,2,42,284.4
PPO,MiniGrid-FourRooms,62,2,42,294.298
PPO,MiniGrid-FourRooms,86,2,42,265.064
PPO,MiniGrid-FourRooms,71,2,42,286.631
PPO,MiniGrid-FourRooms,68,2,42,235.325
PPO,MiniGrid-FourRooms,8,2,42,294.71
PPO,MiniGrid-FourRooms,80,2,42,295.45
PPO,MiniGrid-FourRooms,38,2,42,250.899
PPO,MiniGrid-FourRooms,77,2,42,267.18
PPO,MiniGrid-FourRooms,20,2,42,321.818
PPO,MiniGrid-FourRooms,5,2,42,286.767
PPO,MiniGrid-FourRooms,23,2,42,321.344
PPO,MiniGrid-FourRooms,56,2,42,291.063
PPO,MiniGrid-FourRooms,50,2,42,317.321
PPO,MiniGrid-FourRooms,2,2,42,317.745
PPO,MiniGrid-FourRooms,89,2,42,273.18
PPO,MiniGrid-FourRooms,53,2,42,309.338
PPO,MiniGrid-FourRooms,11,2,42,298.237
PPO,MiniGrid-FourRooms,65,2,42,287.364
PPO,MiniGrid-FourRooms,17,2,42,282.246
PPO,MiniGrid-FourRooms,35,2,42,273.881
PPO,MiniGrid-FourRooms,32,2,42,286.283
PPO,MiniGrid-FourRooms,59,2,42,255.208
PPO,MiniGrid-FourRooms,26,2,42,300.065
PPO,MiniGrid-FourRooms,92,2,42,245.848
PPO,MiniGrid-FourRooms,41,2,42,275.634
PPO,MiniGrid-FourRooms,95,2,42,303.149
PPO,MiniGrid-FourRooms,14,2,42,248.611
PPO,MiniGrid-FourRooms,44,2,42,277.945
PPO,MiniGrid-FourRooms,83,2,42,255.549
PPO,MiniGrid-FourRooms,47,2,42,260.317
PPO,MiniGrid-FourRooms,29,2,42,258.609
PPO,MiniGrid-FourRooms,22,1,42,285.248
PPO,MiniGrid-FourRooms,37,1,42,303.121
PPO,MiniGrid-FourRooms,94,1,42,297.768
PPO,MiniGrid-FourRooms,64,1,42,290.823
PPO,MiniGrid-FourRooms,16,1,42,220.6
PPO,MiniGrid-FourRooms,70,1,42,294.135
PPO,MiniGrid-FourRooms,10,1,42,286.35
PPO,MiniGrid-FourRooms,25,1,42,268.185
PPO,MiniGrid-FourRooms,49,1,42,305.946
PPO,MiniGrid-FourRooms,85,1,42,293.064
PPO,MiniGrid-FourRooms,58,1,42,228.24
PPO,MiniGrid-FourRooms,34,1,42,273.646
PPO,MiniGrid-FourRooms,31,1,42,269.461
PPO,MiniGrid-FourRooms,76,1,42,266.959
PPO,MiniGrid-FourRooms,7,1,42,238.752
PPO,MiniGrid-FourRooms,19,1,42,295.541
PPO,MiniGrid-FourRooms,40,1,42,293.842
PPO,MiniGrid-FourRooms,88,1,42,238.392
PPO,MiniGrid-FourRooms,13,1,42,295.715
PPO,MiniGrid-FourRooms,73,1,42,268.877
PPO,MiniGrid-FourRooms,4,1,42,284.818
PPO,MiniGrid-FourRooms,43,1,42,281.952
PPO,MiniGrid-FourRooms,61,1,42,297.379
PPO,MiniGrid-FourRooms,91,1,42,271.871
PPO,MiniGrid-FourRooms,67,1,42,247.269
PPO,MiniGrid-FourRooms,55,1,42,286.232
PPO,MiniGrid-FourRooms,46,1,42,266.199
PPO,MiniGrid-FourRooms,52,1,42,300.515
PPO,MiniGrid-FourRooms,79,1,42,296.73
PPO,MiniGrid-FourRooms,82,1,42,280.622
PPO,MiniGrid-FourRooms,28,1,42,262.614
PPO,MiniGrid-FourRooms,1,1,42,315.64
PPO,MiniGrid-FourRooms,39,0,44,119.592
PPO,MiniGrid-FourRooms,69,0,44,147.95
PPO,MiniGrid-FourRooms,66,0,44,123.444
PPO,MiniGrid-FourRooms,93,0,44,114.878
PPO,MiniGrid-FourRooms,9,0,44,147.229
PPO,MiniGrid-FourRooms,81,0,44,117.545
PPO,MiniGrid-FourRooms,60,0,44,120.796
PPO,MiniGrid-FourRooms,6,0,44,120.729
PPO,MiniGrid-FourRooms,45,0,44,131.631
PPO,MiniGrid-FourRooms,3,0,44,148.537
PPO,MiniGrid-FourRooms,90,0,44,116.129
PPO,MiniGrid-FourRooms,36,0,44,118.164
PPO,MiniGrid-FourRooms,72,0,44,131.835
PPO,MiniGrid-FourRooms,0,0,44,130.643
PPO,MiniGrid-FourRooms,78,0,44,145.255
PPO,MiniGrid-FourRooms,63,0,44,126.074
PPO,MiniGrid-FourRooms,33,0,44,152.485
PPO,MiniGrid-FourRooms,30,0,44,126.32
PPO,MiniGrid-FourRooms,75,0,44,125.51
PPO,MiniGrid-FourRooms,15,0,44,142.51
PPO,MiniGrid-FourRooms,27,0,44,154.388
PPO,MiniGrid-FourRooms,84,0,44,128.019
PPO,MiniGrid-FourRooms,12,0,44,150.646
PPO,MiniGrid-FourRooms,42,0,44,127.715
PPO,MiniGrid-FourRooms,87,0,44,148.574
PPO,MiniGrid-FourRooms,24,0,44,130.966
PPO,MiniGrid-FourRooms,54,0,44,115.517
PPO,MiniGrid-FourRooms,48,0,44,128.335
PPO,MiniGrid-FourRooms,57,0,44,116.017
PPO,MiniGrid-FourRooms,18,0,44,157.141
PPO,MiniGrid-FourRooms,51,0,44,126.883
PPO,MiniGrid-FourRooms,21,0,44,128.193
PPO,MiniGrid-FourRooms,74,2,44,125.894
PPO,MiniGrid-FourRooms,62,2,44,116.769
PPO,MiniGrid-FourRooms,86,2,44,133.861
PPO,MiniGrid-FourRooms,71,2,44,146.215
PPO,MiniGrid-FourRooms,68,2,44,116.183
PPO,MiniGrid-FourRooms,8,2,44,126.529
PPO,MiniGrid-FourRooms,80,2,44,145.385
PPO,MiniGrid-FourRooms,38,2,44,117.301
PPO,MiniGrid-FourRooms,77,2,44,125.154
PPO,MiniGrid-FourRooms,20,2,44,158.049
PPO,MiniGrid-FourRooms,5,2,44,166.521
PPO,MiniGrid-FourRooms,23,2,44,130.364
PPO,MiniGrid-FourRooms,56,2,44,115.447
PPO,MiniGrid-FourRooms,50,2,44,131.708
PPO,MiniGrid-FourRooms,2,2,44,127.107
PPO,MiniGrid-FourRooms,89,2,44,149.07
PPO,MiniGrid-FourRooms,53,2,44,127.17
PPO,MiniGrid-FourRooms,11,2,44,156.355
PPO,MiniGrid-FourRooms,65,2,44,127.363
PPO,MiniGrid-FourRooms,17,2,44,131.636
PPO,MiniGrid-FourRooms,35,2,44,149.881
PPO,MiniGrid-FourRooms,32,2,44,127.69
PPO,MiniGrid-FourRooms,59,2,44,117.227
PPO,MiniGrid-FourRooms,26,2,44,137.042
PPO,MiniGrid-FourRooms,92,2,44,120.363
PPO,MiniGrid-FourRooms,41,2,44,121.49
PPO,MiniGrid-FourRooms,95,2,44,117.65
PPO,MiniGrid-FourRooms,14,2,44,156.155
PPO,MiniGrid-FourRooms,44,2,44,127.851
PPO,MiniGrid-FourRooms,83,2,44,115.321
PPO,MiniGrid-FourRooms,47,2,44,128.746
PPO,MiniGrid-FourRooms,29,2,44,152.855
PPO,MiniGrid-FourRooms,22,1,44,127.215
PPO,MiniGrid-FourRooms,37,1,44,121.095
PPO,MiniGrid-FourRooms,94,1,44,122.435
PPO,MiniGrid-FourRooms,64,1,44,127.797
PPO,MiniGrid-FourRooms,16,1,44,136.088
PPO,MiniGrid-FourRooms,70,1,44,147.678
PPO,MiniGrid-FourRooms,10,1,44,149.801
PPO,MiniGrid-FourRooms,25,1,44,133.091
PPO,MiniGrid-FourRooms,49,1,44,127.634
PPO,MiniGrid-FourRooms,85,1,44,128.965
PPO,MiniGrid-FourRooms,58,1,44,116.75
PPO,MiniGrid-FourRooms,34,1,44,148.9
PPO,MiniGrid-FourRooms,31,1,44,127.793
PPO,MiniGrid-FourRooms,76,1,44,126.008
PPO,MiniGrid-FourRooms,7,1,44,120.545
PPO,MiniGrid-FourRooms,19,1,44,152.608
PPO,MiniGrid-FourRooms,40,1,44,120.987
PPO,MiniGrid-FourRooms,88,1,44,148.321
PPO,MiniGrid-FourRooms,13,1,44,158.194
PPO,MiniGrid-FourRooms,73,1,44,129.054
PPO,MiniGrid-FourRooms,4,1,44,147.513
PPO,MiniGrid-FourRooms,43,1,44,127.76
PPO,MiniGrid-FourRooms,61,1,44,117.265
PPO,MiniGrid-FourRooms,91,1,44,118.832
PPO,MiniGrid-FourRooms,67,1,44,117.734
PPO,MiniGrid-FourRooms,55,1,44,121.597
PPO,MiniGrid-FourRooms,46,1,44,129.368
PPO,MiniGrid-FourRooms,52,1,44,127.599
PPO,MiniGrid-FourRooms,79,1,44,154.142
PPO,MiniGrid-FourRooms,82,1,44,118.289
PPO,MiniGrid-FourRooms,28,1,44,150.328
PPO,MiniGrid-FourRooms,1,1,44,127.747
PPO,LunarLander-v2,39,0,43,67.013
PPO,LunarLander-v2,69,0,43,40.672
PPO,LunarLander-v2,66,0,43,31.921
PPO,LunarLander-v2,93,0,43,38.065
PPO,LunarLander-v2,9,0,43,41.803
PPO,LunarLander-v2,81,0,43,39.552
PPO,LunarLander-v2,60,0,43,55.741
PPO,LunarLander-v2,6,0,43,30.0
PPO,LunarLander-v2,45,0,43,81.57
PPO,LunarLander-v2,3,0,43,55.597
PPO,LunarLander-v2,90,0,43,139.011
PPO,LunarLander-v2,36,0,43,49.839
PPO,LunarLander-v2,72,0,43,96.255
PPO,LunarLander-v2,0,0,43,72.78
PPO,LunarLander-v2,78,0,43,45.568
PPO,LunarLander-v2,63,0,43,84.829
PPO,LunarLander-v2,33,0,43,39.736
PPO,LunarLander-v2,30,0,43,100.3
PPO,LunarLander-v2,75,0,43,27.387
PPO,LunarLander-v2,15,0,43,47.384
PPO,LunarLander-v2,27,0,43,136.872
PPO,LunarLander-v2,84,0,43,44.027
PPO,LunarLander-v2,12,0,43,70.498
PPO,LunarLander-v2,42,0,43,39.035
PPO,LunarLander-v2,87,0,43,63.909
PPO,LunarLander-v2,24,0,43,47.086
PPO,LunarLander-v2,54,0,43,112.485
PPO,LunarLander-v2,48,0,43,128.096
PPO,LunarLander-v2,57,0,43,97.555
PPO,LunarLander-v2,18,0,43,75.908
PPO,LunarLander-v2,51,0,43,39.414
PPO,LunarLander-v2,21,0,43,62.003
PPO,LunarLander-v2,74,2,43,96.61
PPO,LunarLander-v2,62,2,43,54.592
PPO,LunarLander-v2,86,2,43,42.777
PPO,LunarLander-v2,71,2,43,49.217
PPO,LunarLander-v2,68,2,43,35.642
PPO,LunarLander-v2,8,2,43,30.68
PPO,LunarLander-v2,80,2,43,37.135
PPO,LunarLander-v2,38,2,43,39.576
PPO,LunarLander-v2,77,2,43,31.63
PPO,LunarLander-v2,20,2,43,86.386
PPO,LunarLander-v2,5,2,43,54.561
PPO,LunarLander-v2,23,2,43,56.295
PPO,LunarLander-v2,56,2,43,111.183
PPO,LunarLander-v2,50,2,43,131.844
PPO,LunarLander-v2,2,2,43,69.04
PPO,LunarLander-v2,89,2,43,65.315
PPO,LunarLander-v2,53,2,43,44.91
PPO,LunarLander-v2,11,2,43,41.421
PPO,LunarLander-v2,65,2,43,117.752
PPO,LunarLander-v2,17,2,43,43.319
PPO,LunarLander-v2,35,2,43,38.859
PPO,LunarLander-v2,32,2,43,111.056
PPO,LunarLander-v2,59,2,43,98.271
PPO,LunarLander-v2,26,2,43,45.493
